trip_distance,fare_amount,winter,spring,summer,fall,PULongitude,PULatitude,DOLongitude,DOLatitude,pickup_datetime,dropoff_datetime,ride_duration,Early morning,Morning,Afternoon,Night,Holiday Proximity,label
9.33,37.0,0,0,0,1,-73.8728037146871,40.7748673895178,-73.9721454850812,40.7568161553126,2019-10-23 10:12:08,2019-10-23 11:04:54,0 days 00:52:46.000000000,0,1,0,0,0,J
3.99,19.0,0,0,1,0,-73.99245532771059,40.748476361761796,-73.9449566676846,40.7906501597646,2019-07-11 09:21:45,2019-07-11 09:48:24,0 days 00:26:39.000000000,0,1,0,0,0,G
20.35,54.0,0,0,0,1,-73.77826365890199,40.64260452171779,-73.9958180819094,40.6785042230919,2019-11-27 19:19:03,2019-11-27 20:01:18,0 days 00:42:15.000000000,0,0,0,0,0,J
1.29,7.0,0,0,0,1,-73.9769419924356,40.7476542811031,-73.9545680421348,40.7655068182316,2019-09-18 19:29:50,2019-09-18 19:36:10,0 days 00:06:20.000000000,0,0,0,0,0,B
1.3,7.0,0,1,0,0,-73.99245532771059,40.748476361761796,-73.9999401565074,40.7483972248318,2019-03-17 09:59:27,2019-03-17 10:07:30,0 days 00:08:03.000000000,0,1,0,0,0,B
3.6,13.5,0,1,0,0,-74.01130777063679,40.7033938017209,-73.9907183626618,40.719211674204395,2019-05-08 15:42:22,2019-05-08 15:53:52,0 days 00:11:30.000000000,0,0,1,0,0,E
0.59,4.5,0,1,0,0,-73.9879729664182,40.77577020957129,-73.98135241373991,40.7739059853886,2019-04-25 10:54:49,2019-04-25 10:58:47,0 days 00:03:58.000000000,0,1,0,0,0,A
1.9,10.0,1,0,0,0,-73.9852141243977,40.7279442789046,-73.9769419924356,40.7476542811031,2019-02-02 21:20:44,2019-02-02 21:33:29,0 days 00:12:45.000000000,0,0,0,0,0,D
2.7,14.0,0,1,0,0,-73.97827334184859,40.7841073645538,-73.9449566676846,40.7906501597646,2019-05-04 09:34:13,2019-05-04 09:53:07,0 days 00:18:54.000000000,0,1,0,0,0,E
1.15,9.5,0,0,1,0,-73.9904776189691,40.7403134645878,-73.99245532771059,40.748476361761796,2019-08-23 15:09:09,2019-08-23 15:21:25,0 days 00:12:16.000000000,0,0,1,0,0,C
1.34,7.0,0,1,0,0,-73.9512079916544,40.7784958687768,-73.9651741989212,40.756589298489295,2019-05-24 17:58:35,2019-05-24 18:05:07,0 days 00:06:32.000000000,0,0,1,0,0,B
1.4,6.5,1,0,0,0,-73.98135241373991,40.7739059853886,-73.97281451745029,40.7917662467824,2019-01-25 00:19:43,2019-01-25 00:24:17,0 days 00:04:34.000000000,1,0,0,0,0,B
1.18,7.5,0,0,0,1,-73.9512079916544,40.7784958687768,-73.9545680421348,40.7655068182316,2019-09-24 08:00:24,2019-09-24 08:08:30,0 days 00:08:06.000000000,0,1,0,0,1,C
5.3,20.5,0,0,0,1,-73.9904776189691,40.7403134645878,-73.906671830047,40.778193328200494,2019-10-25 19:12:58,2019-10-25 19:36:24,0 days 00:23:26.000000000,0,0,0,0,0,H
1.2,11.5,0,0,1,0,-74.004512572075,40.7524372519647,-74.004512572075,40.7524372519647,2019-07-23 11:12:59,2019-07-23 11:29:50,0 days 00:16:51.000000000,0,1,0,0,0,D
1.2,8.5,0,1,0,0,-73.98135241373991,40.7739059853886,-73.98878589284921,40.753514091774605,2019-04-25 13:24:07,2019-04-25 13:35:36,0 days 00:11:29.000000000,0,0,1,0,0,C
18.7,52.0,1,0,0,0,-74.0013747299582,40.7238990714701,-73.77826365890199,40.64260452171779,2019-02-10 14:01:45,2019-02-10 14:50:40,0 days 00:48:55.000000000,0,0,1,0,0,J
12.05,39.5,0,0,0,1,-73.8728037146871,40.7748673895178,-73.7313921625056,40.760631276033,2019-10-15 16:56:16,2019-10-15 17:43:28,0 days 00:47:12.000000000,0,0,1,0,0,J
1.26,10.0,0,0,1,0,-73.98592880648721,40.7488076668144,-73.9841761608222,40.759844740029294,2019-07-28 14:14:28,2019-07-28 14:28:27,0 days 00:13:59.000000000,0,0,1,0,0,D
1.5,8.0,0,1,0,0,-73.9833103532463,40.737348376320796,-73.9907183626618,40.719211674204395,2019-04-29 23:07:09,2019-04-29 23:15:09,0 days 00:08:00.000000000,0,0,0,1,0,C
2.0,12.0,0,1,0,0,-73.9986779466048,40.7286117315904,-73.9769419924356,40.7476542811031,2019-05-17 17:44:58,2019-05-17 18:02:19,0 days 00:17:21.000000000,0,0,1,0,0,D
1.51,7.5,0,0,0,1,-73.9545680421348,40.7655068182316,-73.9721454850812,40.7568161553126,2019-10-22 20:46:55,2019-10-22 20:56:04,0 days 00:09:09.000000000,0,0,0,0,0,C
1.84,9.5,0,1,0,0,-73.94028630330509,40.7617244307638,-73.94869919181721,40.7465899679036,2019-05-03 18:16:12,2019-05-03 18:27:47,0 days 00:11:35.000000000,0,0,0,0,0,C
2.38,12.5,0,0,1,0,-74.00249690862721,40.734611555981395,-73.9841761608222,40.759844740029294,2019-06-03 17:40:43,2019-06-03 17:57:44,0 days 00:17:01.000000000,0,0,1,0,0,E
1.2,8.0,0,1,0,0,-73.9774318381095,40.758226481221705,-73.9904776189691,40.7403134645878,2019-03-13 11:33:11,2019-03-13 11:43:46,0 days 00:10:35.000000000,0,1,0,0,0,C
5.09,16.5,0,0,1,0,-73.9721454850812,40.7568161553126,-74.01130777063679,40.7033938017209,2019-08-02 08:57:39,2019-08-02 09:10:52,0 days 00:13:13.000000000,0,1,0,0,0,F
0.5,4.0,0,0,1,0,-73.9569723853064,40.7804914757347,-73.96557217995941,40.7824597386361,2019-06-22 13:36:32,2019-06-22 13:39:18,0 days 00:02:46.000000000,0,0,1,0,0,A
4.59,18.5,0,0,1,0,-73.97702292193391,40.7241521436714,-73.9569723853064,40.7804914757347,2019-06-01 21:40:58,2019-06-01 22:02:12,0 days 00:21:14.000000000,0,0,0,0,0,G
2.64,11.5,0,0,0,1,-73.975576580035,40.6906156556941,-73.9314448522357,40.6887850672001,2019-09-01 20:15:24,2019-09-01 20:30:08,0 days 00:14:44.000000000,0,0,0,0,0,D
4.5,16.5,1,0,0,0,-73.8728037146871,40.7748673895178,-73.9336340945451,40.7545288941149,2019-01-16 09:07:12,2019-01-16 09:25:42,0 days 00:18:30.000000000,0,1,0,0,0,F
0.8,4.5,1,0,0,0,-73.9512079916544,40.7784958687768,-73.9597126787805,40.7668388165846,2019-01-07 17:30:38,2019-01-07 17:34:07,0 days 00:03:29.000000000,0,0,1,0,0,A
3.0,16.5,0,0,1,0,-73.9655685290937,40.8020327729942,-73.97836698802041,40.7644254534051,2019-07-12 09:53:14,2019-07-12 10:17:05,0 days 00:23:51.000000000,0,1,0,0,0,F
2.53,10.5,0,0,0,1,-73.9597126787805,40.7668388165846,-73.99245532771059,40.748476361761796,2019-11-03 11:01:03,2019-11-03 11:13:02,0 days 00:11:59.000000000,0,1,0,0,0,D
0.9,7.0,1,0,0,0,-73.9569723853064,40.7804914757347,-73.94582981800791,40.776534228995104,2019-02-17 08:39:32,2019-02-17 08:47:14,0 days 00:07:42.000000000,0,1,0,0,0,B
1.29,8.0,1,0,0,0,-73.99245532771059,40.748476361761796,-73.9938994033218,40.766692374666796,2019-02-11 06:52:52,2019-02-11 07:03:02,0 days 00:10:10.000000000,0,1,0,0,0,C
1.4,10.0,0,1,0,0,-73.98135241373991,40.7739059853886,-73.9841761608222,40.759844740029294,2019-03-21 11:09:27,2019-03-21 11:23:10,0 days 00:13:43.000000000,0,1,0,0,0,D
2.0,10.5,1,0,0,0,-73.9651741989212,40.756589298489295,-73.9512079916544,40.7784958687768,2019-12-06 16:01:30,2019-12-06 16:16:03,0 days 00:14:33.000000000,0,0,1,0,0,D
3.1,12.0,1,0,0,0,-74.004512572075,40.7524372519647,-73.97827334184859,40.7841073645538,2019-12-24 15:46:36,2019-12-24 15:57:31,0 days 00:10:55.000000000,0,0,1,0,0,D
2.6,12.0,0,0,1,0,-73.98135241373991,40.7739059853886,-73.9967775123964,40.7425461606612,2019-08-25 17:00:45,2019-08-25 17:16:17,0 days 00:15:32.000000000,0,0,1,0,0,D
1.79,11.5,0,1,0,0,-74.00249690862721,40.734611555981395,-73.9907183626618,40.719211674204395,2019-03-08 21:14:30,2019-03-08 21:30:23,0 days 00:15:53.000000000,0,0,0,0,0,D
18.9,52.0,0,1,0,0,-73.77826365890199,40.64260452171779,-73.9512079916544,40.7784958687768,2019-05-04 21:01:56,2019-05-04 21:36:53,0 days 00:34:57.000000000,0,0,0,0,0,J
10.0,39.0,0,0,0,1,-73.9721454850812,40.7568161553126,-73.9328243182356,40.858670286631295,2019-10-22 10:10:21,2019-10-22 10:57:53,0 days 00:47:32.000000000,0,1,0,0,0,J
0.51,4.5,0,0,0,1,-73.9833103532463,40.737348376320796,-73.9904776189691,40.7403134645878,2019-09-16 08:12:48,2019-09-16 08:17:26,0 days 00:04:38.000000000,0,1,0,0,0,A
2.53,11.5,0,0,0,1,-73.8723440095934,40.738463920367295,-73.8807122478637,40.718503819754794,2019-09-21 02:18:53,2019-09-21 02:32:05,0 days 00:13:12.000000000,1,0,0,0,0,D
0.7,5.5,0,0,1,0,-73.9841761608222,40.759844740029294,-73.9938994033218,40.766692374666796,2019-07-03 20:04:07,2019-07-03 20:09:39,0 days 00:05:32.000000000,0,0,0,0,1,B
4.63,15.5,1,0,0,0,-73.9721454850812,40.7568161553126,-74.0078121163865,40.706659617356,2019-01-04 18:27:01,2019-01-04 18:39:25,0 days 00:12:24.000000000,0,0,0,0,0,F
2.28,10.0,0,0,0,1,-74.00671162438991,40.718695641007706,-73.9999401565074,40.7483972248318,2019-11-03 17:50:40,2019-11-03 18:02:02,0 days 00:11:22.000000000,0,0,1,0,0,D
0.66,6.5,0,1,0,0,-73.9898566508315,40.7622367556144,-73.98878589284921,40.753514091774605,2019-05-03 20:00:41,2019-05-03 20:08:55,0 days 00:08:14.000000000,0,0,0,0,0,B
1.8,8.5,0,1,0,0,-74.0083857570117,40.735248066679,-73.9904776189691,40.7403134645878,2019-05-26 02:25:27,2019-05-26 02:34:50,0 days 00:09:23.000000000,1,0,0,0,0,C
1.52,10.5,0,1,0,0,-73.9721454850812,40.7568161553126,-74.004512572075,40.7524372519647,2019-03-27 20:02:40,2019-03-27 20:17:28,0 days 00:14:48.000000000,0,0,0,0,1,D
2.7,11.5,0,1,0,0,-73.9904776189691,40.7403134645878,-73.98135241373991,40.7739059853886,2019-05-22 20:14:36,2019-05-22 20:28:29,0 days 00:13:53.000000000,0,0,0,0,0,D
1.4,9.5,0,0,0,1,-73.9898566508315,40.7622367556144,-73.9999401565074,40.7483972248318,2019-10-09 11:10:42,2019-10-09 11:23:33,0 days 00:12:51.000000000,0,1,0,0,0,C
1.11,6.0,0,1,0,0,-73.9545680421348,40.7655068182316,-73.9512079916544,40.7784958687768,2019-04-29 08:43:05,2019-04-29 08:48:49,0 days 00:05:44.000000000,0,1,0,0,0,B
0.54,5.5,0,1,0,0,-73.9597126787805,40.7668388165846,-73.9597126787805,40.7668388165846,2019-05-17 13:33:16,2019-05-17 13:39:14,0 days 00:05:58.000000000,0,0,1,0,0,B
2.99,19.0,1,0,0,0,-73.97281451745029,40.7917662467824,-73.9774318381095,40.758226481221705,2019-02-20 14:47:17,2019-02-20 15:15:54,0 days 00:28:37.000000000,0,0,1,0,0,G
7.31,31.0,0,0,1,0,-73.97702292193391,40.7241521436714,-73.9618152643826,40.80957022827229,2019-06-12 08:18:48,2019-06-12 08:58:18,0 days 00:39:30.000000000,0,1,0,0,0,J
2.2,14.0,1,0,0,0,-73.9569723853064,40.7804914757347,-73.97836698802041,40.7644254534051,2019-02-06 18:44:43,2019-02-06 19:05:06,0 days 00:20:23.000000000,0,0,0,0,0,E
1.28,8.0,0,0,0,1,-73.9833103532463,40.737348376320796,-73.97702292193391,40.7241521436714,2019-09-04 18:02:14,2019-09-04 18:12:27,0 days 00:10:13.000000000,0,0,0,0,1,C
0.77,6.5,0,0,1,0,-73.99245532771059,40.748476361761796,-73.98592880648721,40.7488076668144,2019-07-15 08:22:42,2019-07-15 08:31:12,0 days 00:08:30.000000000,0,1,0,0,0,B
1.59,11.0,0,0,0,1,-73.9656914919459,40.7685418846646,-73.98135241373991,40.7739059853886,2019-10-03 17:07:59,2019-10-03 17:22:24,0 days 00:14:25.000000000,0,0,1,0,0,D
1.1,5.5,0,0,1,0,-73.97827334184859,40.7841073645538,-73.9678083909732,40.797866268004,2019-08-08 22:19:50,2019-08-08 22:23:21,0 days 00:03:31.000000000,0,0,0,1,0,B
1.01,6.0,1,0,0,0,-73.9771193707357,40.7403592357115,-73.97125597712959,40.7491720982236,2019-02-07 22:58:17,2019-02-07 23:03:37,0 days 00:05:20.000000000,0,0,0,1,0,B
1.1,8.0,0,0,1,0,-73.9907183626618,40.719211674204395,-74.00249690862721,40.734611555981395,2019-07-13 21:01:58,2019-07-13 21:12:47,0 days 00:10:49.000000000,0,0,0,0,0,C
0.9,10.0,0,0,0,1,-74.00671162438991,40.718695641007706,-73.9907183626618,40.719211674204395,2019-11-22 16:34:55,2019-11-22 16:50:14,0 days 00:15:19.000000000,0,0,1,0,0,D
0.45,4.0,0,0,0,1,-73.94582981800791,40.776534228995104,-73.9512079916544,40.7784958687768,2019-10-10 18:08:44,2019-10-10 18:11:46,0 days 00:03:02.000000000,0,0,0,0,0,A
1.96,9.5,0,0,1,0,-73.9852141243977,40.7279442789046,-73.97125597712959,40.7491720982236,2019-07-30 09:32:27,2019-07-30 09:45:01,0 days 00:12:34.000000000,0,1,0,0,0,C
1.2,11.5,0,0,0,1,-73.9545680421348,40.7655068182316,-73.97836698802041,40.7644254534051,2019-11-05 11:38:25,2019-11-05 11:56:29,0 days 00:18:04.000000000,0,1,0,0,0,D
0.41,3.5,0,0,1,0,-73.9655685290937,40.8020327729942,-73.9678083909732,40.797866268004,2019-07-30 07:28:22,2019-07-30 07:30:53,0 days 00:02:31.000000000,0,1,0,0,0,A
0.77,6.5,0,0,0,1,-73.9512079916544,40.7784958687768,-73.9569723853064,40.7804914757347,2019-09-05 14:40:54,2019-09-05 14:48:40,0 days 00:07:46.000000000,0,0,1,0,1,B
0.8,5.5,0,0,0,1,-74.00235972445249,40.7084896914032,-74.0078121163865,40.706659617356,2019-10-04 18:39:20,2019-10-04 18:45:26,0 days 00:06:06.000000000,0,0,0,0,0,B
4.46,24.0,0,1,0,0,-74.0078121163865,40.706659617356,-74.01130777063679,40.7033938017209,2019-03-26 21:45:38,2019-03-26 22:21:35,0 days 00:35:57.000000000,0,0,0,0,1,I
9.4,30.5,0,0,0,1,-73.8728037146871,40.7748673895178,-73.9721454850812,40.7568161553126,2019-10-11 22:12:01,2019-10-11 22:40:37,0 days 00:28:36.000000000,0,0,0,1,0,J
1.4,8.5,1,0,0,0,-73.98592880648721,40.7488076668144,-73.9721454850812,40.7568161553126,2019-01-09 16:36:47,2019-01-09 16:47:20,0 days 00:10:33.000000000,0,0,1,0,0,C
0.54,4.5,0,0,0,1,-73.9656914919459,40.7685418846646,-73.9656914919459,40.7685418846646,2019-09-26 16:09:02,2019-09-26 16:12:21,0 days 00:03:19.000000000,0,0,1,0,0,A
1.5,7.5,0,1,0,0,-73.9774318381095,40.758226481221705,-73.9569723853064,40.7804914757347,2019-04-06 16:27:24,2019-04-06 16:35:58,0 days 00:08:34.000000000,0,0,1,0,0,C
1.03,10.0,0,1,0,0,-73.9569723853064,40.7804914757347,-73.9656914919459,40.7685418846646,2019-05-29 10:11:44,2019-05-29 10:26:24,0 days 00:14:40.000000000,0,1,0,0,0,D
0.84,7.0,0,0,0,1,-73.9656914919459,40.7685418846646,-73.9774318381095,40.758226481221705,2019-09-11 12:56:11,2019-09-11 13:04:57,0 days 00:08:46.000000000,0,0,0,0,0,B
1.7,8.5,0,0,0,1,-73.9898566508315,40.7622367556144,-73.98592880648721,40.7488076668144,2019-11-02 09:39:10,2019-11-02 09:49:20,0 days 00:10:10.000000000,0,1,0,0,0,C
2.02,8.5,0,1,0,0,-73.9597126787805,40.7668388165846,-73.97125597712959,40.7491720982236,2019-03-23 20:47:23,2019-03-23 20:54:49,0 days 00:07:26.000000000,0,0,0,0,0,C
0.81,5.0,0,1,0,0,-74.0083857570117,40.735248066679,-73.9999401565074,40.7483972248318,2019-05-17 22:11:02,2019-05-17 22:15:18,0 days 00:04:16.000000000,0,0,0,1,0,B
2.44,15.0,0,1,0,0,-73.9721454850812,40.7568161553126,-74.004512572075,40.7524372519647,2019-05-17 08:33:55,2019-05-17 08:56:38,0 days 00:22:43.000000000,0,1,0,0,0,F
1.8,15.5,0,0,0,1,-73.99245532771059,40.748476361761796,-73.97836698802041,40.7644254534051,2019-11-15 10:25:59,2019-11-15 10:50:22,0 days 00:24:23.000000000,0,1,0,0,0,F
1.52,8.0,1,0,0,0,-73.9904776189691,40.7403134645878,-73.9774318381095,40.758226481221705,2019-12-27 11:19:01,2019-12-27 11:28:28,0 days 00:09:27.000000000,0,1,0,0,1,C
8.1,26.0,0,0,0,1,-73.8728037146871,40.7748673895178,-73.99245532771059,40.748476361761796,2019-11-01 20:32:17,2019-11-01 20:55:41,0 days 00:23:24.000000000,0,0,0,0,0,J
0.9,6.0,0,0,1,0,-73.97281451745029,40.7917662467824,-73.97827334184859,40.7841073645538,2019-07-30 16:02:36,2019-07-30 16:08:15,0 days 00:05:39.000000000,0,0,1,0,0,B
7.73,27.5,0,0,1,0,-73.97281451745029,40.7917662467824,-73.9328243182356,40.858670286631295,2019-07-26 11:36:46,2019-07-26 12:06:40,0 days 00:29:54.000000000,0,1,0,0,0,J
1.08,9.0,0,0,1,0,-74.00671162438991,40.718695641007706,-74.0161196692833,40.7116120831165,2019-08-10 13:33:01,2019-08-10 13:44:21,0 days 00:11:20.000000000,0,0,1,0,0,C
3.03,12.5,1,0,0,0,-73.98135241373991,40.7739059853886,-73.9449566676846,40.7906501597646,2019-02-13 23:09:57,2019-02-13 23:22:21,0 days 00:12:24.000000000,0,0,0,1,0,E
2.3,14.0,0,1,0,0,-73.9656914919459,40.7685418846646,-73.99245532771059,40.748476361761796,2019-04-05 15:06:46,2019-04-05 15:27:23,0 days 00:20:37.000000000,0,0,1,0,0,E
18.99,52.0,0,0,1,0,-73.77826365890199,40.64260452171779,-73.9618152643826,40.80957022827229,2019-06-15 23:47:43,2019-06-16 00:19:26,0 days 00:31:43.000000000,0,0,0,1,0,J
2.31,15.5,0,0,0,1,-73.96557217995941,40.7824597386361,-73.98592880648721,40.7488076668144,2019-11-18 16:25:57,2019-11-18 16:51:21,0 days 00:25:24.000000000,0,0,1,0,0,F
4.3,23.5,0,0,0,1,-73.9904776189691,40.7403134645878,-74.0161196692833,40.7116120831165,2019-10-28 09:15:52,2019-10-28 09:49:31,0 days 00:33:39.000000000,0,1,0,0,0,I
11.4,36.5,0,0,0,1,-73.97125597712959,40.7491720982236,-73.8728037146871,40.7748673895178,2019-11-07 10:11:12,2019-11-07 10:51:37,0 days 00:40:25.000000000,0,1,0,0,0,J
0.88,7.0,0,0,0,1,-73.98135241373991,40.7739059853886,-73.9938994033218,40.766692374666796,2019-11-14 16:35:30,2019-11-14 16:43:54,0 days 00:08:24.000000000,0,0,1,0,0,B
1.58,7.5,0,0,0,1,-73.98135241373991,40.7739059853886,-73.99245532771059,40.748476361761796,2019-10-15 20:57:06,2019-10-15 21:04:50,0 days 00:07:44.000000000,0,0,0,0,0,C
0.87,5.5,0,0,0,1,-73.97281451745029,40.7917662467824,-73.98135241373991,40.7739059853886,2019-09-06 19:50:30,2019-09-06 19:55:11,0 days 00:04:41.000000000,0,0,0,0,0,B
4.12,18.0,1,0,0,0,-73.9946282171513,40.7324859518256,-73.97827334184859,40.7841073645538,2019-02-23 15:46:44,2019-02-23 16:11:47,0 days 00:25:03.000000000,0,0,1,0,0,G
1.56,8.0,0,0,1,0,-73.9721454850812,40.7568161553126,-73.98135241373991,40.7739059853886,2019-08-06 22:41:57,2019-08-06 22:51:11,0 days 00:09:14.000000000,0,0,0,1,0,C
1.1,6.5,1,0,0,0,-73.9651741989212,40.756589298489295,-73.9771193707357,40.7403592357115,2019-12-04 19:59:12,2019-12-04 20:06:23,0 days 00:07:11.000000000,0,0,0,0,0,B
1.14,5.5,0,0,0,1,-73.98592880648721,40.7488076668144,-73.97125597712959,40.7491720982236,2019-11-05 23:14:58,2019-11-05 23:19:19,0 days 00:04:21.000000000,0,0,0,1,0,B
4.82,20.5,0,0,0,1,-73.9841761608222,40.759844740029294,-73.9395164693167,40.8210462140976,2019-11-14 15:40:07,2019-11-14 16:08:06,0 days 00:27:59.000000000,0,0,1,0,0,H
4.3,19.0,1,0,0,0,-73.99245532771059,40.748476361761796,-73.94582981800791,40.776534228995104,2019-02-17 15:28:33,2019-02-17 15:53:28,0 days 00:24:55.000000000,0,0,1,0,0,G
2.39,13.0,0,1,0,0,-74.004512572075,40.7524372519647,-73.98135241373991,40.7739059853886,2019-05-27 15:57:52,2019-05-27 16:15:49,0 days 00:17:57.000000000,0,0,1,0,0,E
1.46,8.0,0,0,1,0,-73.9721454850812,40.7568161553126,-73.9656914919459,40.7685418846646,2019-08-08 22:04:34,2019-08-08 22:14:00,0 days 00:09:26.000000000,0,0,0,1,0,C
1.16,5.5,0,0,1,0,-73.9852141243977,40.7279442789046,-73.9778420751297,40.7317281591558,2019-06-09 01:01:34,2019-06-09 01:05:27,0 days 00:03:53.000000000,1,0,0,0,0,B
2.01,12.0,0,1,0,0,-73.97827334184859,40.7841073645538,-73.97836698802041,40.7644254534051,2019-04-14 16:44:01,2019-04-14 17:01:36,0 days 00:17:35.000000000,0,0,1,0,0,D
0.77,6.0,0,0,0,1,-73.9907183626618,40.719211674204395,-73.9982526213797,40.7130578275841,2019-10-25 19:54:51,2019-10-25 20:02:11,0 days 00:07:20.000000000,0,0,0,0,0,B
2.08,13.0,1,0,0,0,-73.97827334184859,40.7841073645538,-73.9597126787805,40.7668388165846,2019-02-09 15:31:52,2019-02-09 15:50:03,0 days 00:18:11.000000000,0,0,1,0,0,E
1.11,5.5,0,0,0,1,-73.9721454850812,40.7568161553126,-73.9833103532463,40.737348376320796,2019-09-04 16:36:21,2019-09-04 16:40:51,0 days 00:04:30.000000000,0,0,1,0,1,B
2.27,11.5,1,0,0,0,-73.9898566508315,40.7622367556144,-73.9771193707357,40.7403592357115,2019-12-11 21:45:22,2019-12-11 22:00:37,0 days 00:15:15.000000000,0,0,0,0,0,D
2.23,17.0,1,0,0,0,-73.9855710635353,40.6953726093294,-73.9649337316477,40.688515875250395,2019-12-11 14:29:15,2019-12-11 14:56:00,0 days 00:26:45.000000000,0,0,1,0,0,F
1.54,10.0,0,0,1,0,-73.97827334184859,40.7841073645538,-73.9774318381095,40.758226481221705,2019-08-21 15:53:49,2019-08-21 16:07:57,0 days 00:14:08.000000000,0,0,1,0,0,D
0.3,3.5,0,0,0,1,-73.9656914919459,40.7685418846646,-73.9656914919459,40.7685418846646,2019-10-16 17:02:45,2019-10-16 17:04:37,0 days 00:01:52.000000000,0,0,1,0,0,A
0.6,5.0,1,0,0,0,-73.94582981800791,40.776534228995104,-73.9569723853064,40.7804914757347,2019-01-17 19:54:31,2019-01-17 19:59:01,0 days 00:04:30.000000000,0,0,0,0,1,B
1.17,7.0,0,0,1,0,-73.9904776189691,40.7403134645878,-73.9986779466048,40.7286117315904,2019-06-03 22:49:25,2019-06-03 22:56:56,0 days 00:07:31.000000000,0,0,0,1,0,B
0.58,4.0,0,1,0,0,-73.9520653308923,40.8042048286288,-73.9520653308923,40.8042048286288,2019-05-04 17:17:50,2019-05-04 17:20:36,0 days 00:02:46.000000000,0,0,1,0,0,A
1.44,12.5,0,1,0,0,-73.97836698802041,40.7644254534051,-73.9841761608222,40.759844740029294,2019-03-24 13:32:31,2019-03-24 13:50:47,0 days 00:18:16.000000000,0,0,1,0,0,E
0.93,5.5,0,0,0,1,-73.97827334184859,40.7841073645538,-73.9879729664182,40.77577020957129,2019-09-21 07:26:41,2019-09-21 07:31:03,0 days 00:04:22.000000000,0,1,0,0,0,B
5.54,19.0,0,1,0,0,-73.9512079916544,40.7784958687768,-73.9907183626618,40.719211674204395,2019-05-04 20:40:06,2019-05-04 20:59:22,0 days 00:19:16.000000000,0,0,0,0,0,G
1.01,6.5,0,0,1,0,-74.00671162438991,40.718695641007706,-74.0013747299582,40.7238990714701,2019-07-27 12:51:39,2019-07-27 12:59:00,0 days 00:07:21.000000000,0,0,0,0,0,B
9.7,28.5,0,1,0,0,-73.8728037146871,40.7748673895178,-73.995328797204,40.6962383270628,2019-03-18 20:41:15,2019-03-18 21:02:07,0 days 00:20:52.000000000,0,0,0,0,1,J
0.9,7.0,0,1,0,0,-73.9833103532463,40.737348376320796,-73.9769419924356,40.7476542811031,2019-03-14 10:00:29,2019-03-14 10:08:53,0 days 00:08:24.000000000,0,1,0,0,0,B
2.43,13.0,0,0,0,1,-73.9833103532463,40.737348376320796,-73.98230670494641,40.7153860841071,2019-09-04 16:23:47,2019-09-04 16:41:11,0 days 00:17:24.000000000,0,0,1,0,1,E
1.98,12.0,0,1,0,0,-73.9721454850812,40.7568161553126,-73.9879729664182,40.77577020957129,2019-04-10 19:00:00,2019-04-10 19:16:26,0 days 00:16:26.000000000,0,0,0,0,0,D
0.52,4.5,1,0,0,0,-73.94582981800791,40.776534228995104,-73.9569723853064,40.7804914757347,2019-01-29 06:53:47,2019-01-29 06:57:51,0 days 00:04:04.000000000,0,1,0,0,0,A
3.63,14.5,0,1,0,0,-73.9898566508315,40.7622367556144,-73.9512079916544,40.7784958687768,2019-04-27 21:00:03,2019-04-27 21:16:38,0 days 00:16:35.000000000,0,0,0,0,0,E
0.7,5.5,1,0,0,0,-73.9999401565074,40.7483972248318,-73.99245532771059,40.748476361761796,2019-01-10 13:57:00,2019-01-10 14:02:21,0 days 00:05:21.000000000,0,0,1,0,0,B
2.89,11.0,0,1,0,0,-73.9597126787805,40.7668388165846,-73.97125597712959,40.7491720982236,2019-03-29 14:30:54,2019-03-29 14:41:47,0 days 00:10:53.000000000,0,0,1,0,0,D
9.8,37.5,0,1,0,0,-73.97836698802041,40.7644254534051,-73.9709500738325,40.6606075676682,2019-05-21 09:59:02,2019-05-21 10:44:47,0 days 00:45:45.000000000,0,1,0,0,0,J
0.8,5.0,0,0,1,0,-73.98592880648721,40.7488076668144,-73.97836698802041,40.7644254534051,2019-06-25 02:41:58,2019-06-25 02:45:29,0 days 00:03:31.000000000,1,0,0,0,0,B
9.14,30.0,0,1,0,0,-73.8728037146871,40.7748673895178,-73.9898566508315,40.7622367556144,2019-05-28 12:58:42,2019-05-28 13:27:41,0 days 00:28:59.000000000,0,0,0,0,0,J
1.38,8.0,0,1,0,0,-73.9774318381095,40.758226481221705,-73.9833103532463,40.737348376320796,2019-05-03 20:17:58,2019-05-03 20:27:17,0 days 00:09:19.000000000,0,0,0,0,0,C
1.32,6.5,1,0,0,0,-73.9769419924356,40.7476542811031,-74.004512572075,40.7524372519647,2019-02-25 06:21:14,2019-02-25 06:27:28,0 days 00:06:14.000000000,0,1,0,0,0,B
1.35,7.0,0,0,1,0,-73.9545680421348,40.7655068182316,-73.9512079916544,40.7784958687768,2019-06-13 16:40:15,2019-06-13 16:48:55,0 days 00:08:40.000000000,0,0,1,0,0,B
1.7,10.0,0,1,0,0,-73.9946282171513,40.7324859518256,-73.99245532771059,40.748476361761796,2019-05-31 09:00:11,2019-05-31 09:13:05,0 days 00:12:54.000000000,0,1,0,0,1,D
0.9,10.0,0,0,1,0,-73.9967775123964,40.7425461606612,-73.98878589284921,40.753514091774605,2019-07-11 15:20:08,2019-07-11 15:34:47,0 days 00:14:39.000000000,0,0,1,0,0,D
